year_month,account,monthly_avg_staked_amount,days_active_in_month,monthly_avg_total_balance,monthly_avg_total_staked
2022-02,4ZfvU8atfVAdUeHWrJfFMNv5NPpRgiTzBWjrQWazDDtPLV9rds,904733.2300891072,28,10678096978.251553,8530504721.472508
2022-03,4ZfvU8atfVAdUeHWrJfFMNv5NPpRgiTzBWjrQWazDDtPLV9rds,963565.8324943226,31,10760674959.36261,8530381296.208062
2022-04,4ZfvU8atfVAdUeHWrJfFMNv5NPpRgiTzBWjrQWazDDtPLV9rds,646585.7283562333,30,10846716341.52058,8716805347.859705
2021-12,36DnwxSRBfLuNsCPnGkCbsWfDnhWA5A8HsTiUgvv6nuBCsh51V,14014.614899722223,18,10510735356.275908,5518592096.669585
2022-01,36DnwxSRBfLuNsCPnGkCbsWfDnhWA5A8HsTiUgvv6nuBCsh51V,14985.484319032259,31,10596163291.596704,5506965629.4718275
2022-02,36DnwxSRBfLuNsCPnGkCbsWfDnhWA5A8HsTiUgvv6nuBCsh51V,15717.88273,28,10678096978.251553,8530504721.472508
2022-03,36DnwxSRBfLuNsCPnGkCbsWfDnhWA5A8HsTiUgvv6nuBCsh51V,15717.88273,31,10760674959.36261,8530381296.208062
2022-04,36DnwxSRBfLuNsCPnGkCbsWfDnhWA5A8HsTiUgvv6nuBCsh51V,15717.88273,30,10846716341.52058,8716805347.859705
2021-12,3hxLuF67LmdXWRyL2aF9g8SKMi8mptghkwmpyFutphk7Uqgaom,14000.0,17,10510735356.275908,5518592096.669585
2022-01,3hxLuF67LmdXWRyL2aF9g8SKMi8mptghkwmpyFutphk7Uqgaom,14000.0,31,10596163291.596704,5506965629.4718275
2022-02,3hxLuF67LmdXWRyL2aF9g8SKMi8mptghkwmpyFutphk7Uqgaom,366516.01535714284,28,10678096978.251553,8530504721.472508
2022-03,3hxLuF67LmdXWRyL2aF9g8SKMi8mptghkwmpyFutphk7Uqgaom,612422.5165321935,31,10760674959.36261,8530381296.208062
2022-04,3hxLuF67LmdXWRyL2aF9g8SKMi8mptghkwmpyFutphk7Uqgaom,618669.1096883334,30,10846716341.52058,8716805347.859705
2021-12,3tCzQbzpFiKpwwrc1ZxM7b9N9qbCTrhockSjnxvGeaRbPP8KCQ,19914.684485294118,17,10510735356.275908,5518592096.669585
2022-01,3tCzQbzpFiKpwwrc1ZxM7b9N9qbCTrhockSjnxvGeaRbPP8KCQ,20612.71159703226,31,10596163291.596704,5506965629.4718275
2022-02,3tCzQbzpFiKpwwrc1ZxM7b9N9qbCTrhockSjnxvGeaRbPP8KCQ,20638.689084,28,10678096978.251553,8530504721.472508
2022-03,3tCzQbzpFiKpwwrc1ZxM7b9N9qbCTrhockSjnxvGeaRbPP8KCQ,65992.08973503225,31,10760674959.36261,8530381296.208062
2022-04,3tCzQbzpFiKpwwrc1ZxM7b9N9qbCTrhockSjnxvGeaRbPP8KCQ,121608.61082316666,30,10846716341.52058,8716805347.859705
2021-12,4cptmQbfj2hcudEdXzTmt9hCzCySPxEpMoF4nj7qfqJfWNFmdu,20098.535230999998,15,10510735356.275908,5518592096.669585
2022-01,4cptmQbfj2hcudEdXzTmt9hCzCySPxEpMoF4nj7qfqJfWNFmdu,30218.938133064516,31,10596163291.596704,5506965629.4718275
2022-02,4cptmQbfj2hcudEdXzTmt9hCzCySPxEpMoF4nj7qfqJfWNFmdu,76900.40387392858,28,10678096978.251553,8530504721.472508
2022-03,4cptmQbfj2hcudEdXzTmt9hCzCySPxEpMoF4nj7qfqJfWNFmdu,171658.1212433871,31,10760674959.36261,8530381296.208062
2022-04,4cptmQbfj2hcudEdXzTmt9hCzCySPxEpMoF4nj7qfqJfWNFmdu,187281.89354583333,30,10846716341.52058,8716805347.859705
2022-01,37v57HDNaoTZeRcCEruBSZzYzFYsutZ8ov4NVzeDf4nzyhoRhP,14021.093095428572,28,10596163291.596704,5506965629.4718275
2022-02,37v57HDNaoTZeRcCEruBSZzYzFYsutZ8ov4NVzeDf4nzyhoRhP,19777.101236857143,28,10678096978.251553,8530504721.472508
2022-03,37v57HDNaoTZeRcCEruBSZzYzFYsutZ8ov4NVzeDf4nzyhoRhP,25304.01608645161,31,10760674959.36261,8530381296.208062
2022-04,37v57HDNaoTZeRcCEruBSZzYzFYsutZ8ov4NVzeDf4nzyhoRhP,25560.081163,30,10846716341.52058,8716805347.859705
2022-01,3Xhdwp4Y2dXTTKaCs1G4QNy7vtUtmZDRzwtex1hSqw2ekUK7ZE,41019308.673378825,28,10596163291.596704,5506965629.4718275
2022-02,3Xhdwp4Y2dXTTKaCs1G4QNy7vtUtmZDRzwtex1hSqw2ekUK7ZE,131883344.69749367,28,10678096978.251553,8530504721.472508
2022-03,3Xhdwp4Y2dXTTKaCs1G4QNy7vtUtmZDRzwtex1hSqw2ekUK7ZE,161388846.66399413,31,10760674959.36261,8530381296.208062
2022-04,3Xhdwp4Y2dXTTKaCs1G4QNy7vtUtmZDRzwtex1hSqw2ekUK7ZE,162764083.38913748,30,10846716341.52058,8716805347.859705
2022-01,3oTmYTDG683bJvhMBCZd29SPcwpPsKmF8wc7XDL9zrsqpXC7mq,52813000.0,28,10596163291.596704,5506965629.4718275
2022-02,3oTmYTDG683bJvhMBCZd29SPcwpPsKmF8wc7XDL9zrsqpXC7mq,52813000.0,28,10678096978.251553,8530504721.472508
2022-03,3oTmYTDG683bJvhMBCZd29SPcwpPsKmF8wc7XDL9zrsqpXC7mq,52813000.0,31,10760674959.36261,8530381296.208062
2022-04,3oTmYTDG683bJvhMBCZd29SPcwpPsKmF8wc7XDL9zrsqpXC7mq,52813000.0,30,10846716341.52058,8716805347.859705
2022-01,3TBrJGeQy2B7aSGZomoamcc5W8xNhfFgf6JqoqvTHBuJEjWCtN,599562.4611346087,23,10596163291.596704,5506965629.4718275
2022-02,3TBrJGeQy2B7aSGZomoamcc5W8xNhfFgf6JqoqvTHBuJEjWCtN,619766.169115,28,10678096978.251553,8530504721.472508
2022-03,3TBrJGeQy2B7aSGZomoamcc5W8xNhfFgf6JqoqvTHBuJEjWCtN,632119.7402592258,31,10760674959.36261,8530381296.208062
2022-04,3TBrJGeQy2B7aSGZomoamcc5W8xNhfFgf6JqoqvTHBuJEjWCtN,635376.1833170666,30,10846716341.52058,8716805347.859705
2022-01,3U4Y4DWozki9haBQJ6PoRQ2sJxhoj9LfkbymfwKHhRdFqrwGuB,592183.0938942174,23,10596163291.596704,5506965629.4718275
2022-02,3U4Y4DWozki9haBQJ6PoRQ2sJxhoj9LfkbymfwKHhRdFqrwGuB,596777.1684877857,28,10678096978.251553,8530504721.472508
2022-03,3U4Y4DWozki9haBQJ6PoRQ2sJxhoj9LfkbymfwKHhRdFqrwGuB,603998.1442181936,31,10760674959.36261,8530381296.208062
2022-04,3U4Y4DWozki9haBQJ6PoRQ2sJxhoj9LfkbymfwKHhRdFqrwGuB,610310.882105,30,10846716341.52058,8716805347.859705
2022-01,3oVQWCXE2agMUVy6GSPKM56mvf3EarSes21C8dZ7HAncYDHby3,3126206.081282,23,10596163291.596704,5506965629.4718275
2022-02,3oVQWCXE2agMUVy6GSPKM56mvf3EarSes21C8dZ7HAncYDHby3,3148531.1288626785,28,10678096978.251553,8530504721.472508
2022-03,3oVQWCXE2agMUVy6GSPKM56mvf3EarSes21C8dZ7HAncYDHby3,3172816.309266258,31,10760674959.36261,8530381296.208062
2022-04,3oVQWCXE2agMUVy6GSPKM56mvf3EarSes21C8dZ7HAncYDHby3,3199565.6828774665,30,10846716341.52058,8716805347.859705
2022-01,3qwfC6k39XpmPGv7apBzyNBiZF1iM6rcUyuSPoWymxyhF6453u,260618.54460813044,23,10596163291.596704,5506965629.4718275
2022-02,3qwfC6k39XpmPGv7apBzyNBiZF1iM6rcUyuSPoWymxyhF6453u,285573.27501975,28,10678096978.251553,8530504721.472508
2022-03,3qwfC6k39XpmPGv7apBzyNBiZF1iM6rcUyuSPoWymxyhF6453u,325813.3016359032,31,10760674959.36261,8530381296.208062
2022-04,3qwfC6k39XpmPGv7apBzyNBiZF1iM6rcUyuSPoWymxyhF6453u,351682.05133383337,30,10846716341.52058,8716805347.859705
2022-01,3vieyBwjowfhBoEmMQxWyB4Z6bD91tGXsSnNgnhDVP2buT4LPg,209176.236456,23,10596163291.596704,5506965629.4718275
2022-02,3vieyBwjowfhBoEmMQxWyB4Z6bD91tGXsSnNgnhDVP2buT4LPg,202173.52429875,28,10678096978.251553,8530504721.472508
2022-03,3vieyBwjowfhBoEmMQxWyB4Z6bD91tGXsSnNgnhDVP2buT4LPg,213022.46090135482,31,10760674959.36261,8530381296.208062
2022-04,3vieyBwjowfhBoEmMQxWyB4Z6bD91tGXsSnNgnhDVP2buT4LPg,215702.14173156666,30,10846716341.52058,8716805347.859705
2022-01,4HBvjiGYtLEVEKA6hBUW1REiYfWqMtqLjvNZWjntwJkZdSkfp1,1244613.0,23,10596163291.596704,5506965629.4718275
2022-02,4HBvjiGYtLEVEKA6hBUW1REiYfWqMtqLjvNZWjntwJkZdSkfp1,1363934.4285714286,28,10678096978.251553,8530504721.472508
2022-03,4HBvjiGYtLEVEKA6hBUW1REiYfWqMtqLjvNZWjntwJkZdSkfp1,1501613.0,31,10760674959.36261,8530381296.208062
2022-04,4HBvjiGYtLEVEKA6hBUW1REiYfWqMtqLjvNZWjntwJkZdSkfp1,1611889.0652828333,30,10846716341.52058,8716805347.859705
2022-01,4Py6nA7BbXvSfVD2ju9aG1tqw5oEX66w8PL1xJPP78id8gw5ac,804126.006959087,23,10596163291.596704,5506965629.4718275
2022-02,4Py6nA7BbXvSfVD2ju9aG1tqw5oEX66w8PL1xJPP78id8gw5ac,2210371.877643,28,10678096978.251553,8530504721.472508
2022-03,4Py6nA7BbXvSfVD2ju9aG1tqw5oEX66w8PL1xJPP78id8gw5ac,4885816.319415419,31,10760674959.36261,8530381296.208062
2022-04,4Py6nA7BbXvSfVD2ju9aG1tqw5oEX66w8PL1xJPP78id8gw5ac,5000000.0,30,10846716341.52058,8716805347.859705
2022-01,4aNi7mMUaPPnLWdgUbA9SdckMC1rC9VRawomAZM9vav9nBdj86,1182381.0,23,10596163291.596704,5506965629.4718275
2022-02,4aNi7mMUaPPnLWdgUbA9SdckMC1rC9VRawomAZM9vav9nBdj86,1182381.0,28,10678096978.251553,8530504721.472508
2022-03,4aNi7mMUaPPnLWdgUbA9SdckMC1rC9VRawomAZM9vav9nBdj86,1182381.0,31,10760674959.36261,8530381296.208062
2022-04,4aNi7mMUaPPnLWdgUbA9SdckMC1rC9VRawomAZM9vav9nBdj86,1182381.0,30,10846716341.52058,8716805347.859705
2022-01,4prsbJTqccDvcRHaQs25J1wKfDXGUhYdphcshPRffMGbVarLYo,11229689.0,23,10596163291.596704,5506965629.4718275
2022-02,4prsbJTqccDvcRHaQs25J1wKfDXGUhYdphcshPRffMGbVarLYo,11229689.0,28,10678096978.251553,8530504721.472508
2022-03,4prsbJTqccDvcRHaQs25J1wKfDXGUhYdphcshPRffMGbVarLYo,11229689.0,31,10760674959.36261,8530381296.208062
2022-04,4prsbJTqccDvcRHaQs25J1wKfDXGUhYdphcshPRffMGbVarLYo,11229689.0,30,10846716341.52058,8716805347.859705
2022-01,2xwbKZjMT8VtrSmfaJc5sFVn57sSWpgirmhUvyQGAdTVNEks4v,147738.04724454545,22,10596163291.596704,5506965629.4718275
2022-02,2xwbKZjMT8VtrSmfaJc5sFVn57sSWpgirmhUvyQGAdTVNEks4v,148810.321987,28,10678096978.251553,8530504721.472508
2022-03,2xwbKZjMT8VtrSmfaJc5sFVn57sSWpgirmhUvyQGAdTVNEks4v,150167.20420051613,31,10760674959.36261,8530381296.208062
2022-04,2xwbKZjMT8VtrSmfaJc5sFVn57sSWpgirmhUvyQGAdTVNEks4v,151552.13266149999,30,10846716341.52058,8716805347.859705
2022-01,2y6TzPvrvPidgAAKgKpcrtU9JnD8zexMbU39q4biqzURSe7yzb,75375.12859827273,22,10596163291.596704,5506965629.4718275
2022-02,2y6TzPvrvPidgAAKgKpcrtU9JnD8zexMbU39q4biqzURSe7yzb,76841.56693960715,28,10678096978.251553,8530504721.472508
2022-03,2y6TzPvrvPidgAAKgKpcrtU9JnD8zexMbU39q4biqzURSe7yzb,77351.16700141935,31,10760674959.36261,8530381296.208062
2022-04,2y6TzPvrvPidgAAKgKpcrtU9JnD8zexMbU39q4biqzURSe7yzb,77596.241246,30,10846716341.52058,8716805347.859705
2022-01,2zC7dHiCKoZ6CHeNcj3hXUadiCd5a7cBxTrV3VzpQ6uPkkPfZV,200000.0,22,10596163291.596704,5506965629.4718275
2022-02,2zC7dHiCKoZ6CHeNcj3hXUadiCd5a7cBxTrV3VzpQ6uPkkPfZV,200000.0,28,10678096978.251553,8530504721.472508
2022-03,2zC7dHiCKoZ6CHeNcj3hXUadiCd5a7cBxTrV3VzpQ6uPkkPfZV,200000.0,31,10760674959.36261,8530381296.208062
2022-04,2zC7dHiCKoZ6CHeNcj3hXUadiCd5a7cBxTrV3VzpQ6uPkkPfZV,200000.0,30,10846716341.52058,8716805347.859705
2022-01,2zzVKVoWJcNLpVbmVooMfpbg6h2nDXDzwBAA6eoBHiAsLRFv3n,208590.34731609092,22,10596163291.596704,5506965629.4718275
2022-02,2zzVKVoWJcNLpVbmVooMfpbg6h2nDXDzwBAA6eoBHiAsLRFv3n,205354.98203085715,28,10678096978.251553,8530504721.472508
2022-03,2zzVKVoWJcNLpVbmVooMfpbg6h2nDXDzwBAA6eoBHiAsLRFv3n,201688.0299753226,31,10760674959.36261,8530381296.208062
2022-04,2zzVKVoWJcNLpVbmVooMfpbg6h2nDXDzwBAA6eoBHiAsLRFv3n,210876.37423706666,30,10846716341.52058,8716805347.859705
2022-01,38kGkMJh4sBhPXPdZLjjxuSgzUXFtxNpnGavm9Xv67gABAtNP8,591194.0,22,10596163291.596704,5506965629.4718275
2022-02,38kGkMJh4sBhPXPdZLjjxuSgzUXFtxNpnGavm9Xv67gABAtNP8,628987.5660450357,28,10678096978.251553,8530504721.472508
2022-03,38kGkMJh4sBhPXPdZLjjxuSgzUXFtxNpnGavm9Xv67gABAtNP8,511777.663245129,31,10760674959.36261,8530381296.208062
2022-04,38kGkMJh4sBhPXPdZLjjxuSgzUXFtxNpnGavm9Xv67gABAtNP8,516157.32507759996,30,10846716341.52058,8716805347.859705
2022-01,3JxcFkuKsqaY5EPeFTnZWW291a6CRvuMPH3c3taX4ziQQw1vxu,188344.5551383182,22,10596163291.596704,5506965629.4718275
2022-02,3JxcFkuKsqaY5EPeFTnZWW291a6CRvuMPH3c3taX4ziQQw1vxu,177615.9660150357,28,10678096978.251553,8530504721.472508
2022-03,3JxcFkuKsqaY5EPeFTnZWW291a6CRvuMPH3c3taX4ziQQw1vxu,186066.8540835161,31,10760674959.36261,8530381296.208062
2022-04,3JxcFkuKsqaY5EPeFTnZWW291a6CRvuMPH3c3taX4ziQQw1vxu,214567.73346356666,30,10846716341.52058,8716805347.859705
2022-01,3YrG1mG3nvBmbK4YsyxaJCZ3eEp2PDeD9dVX2Nai8HZZD69PUA,87064.94382622727,22,10596163291.596704,5506965629.4718275
2022-02,3YrG1mG3nvBmbK4YsyxaJCZ3eEp2PDeD9dVX2Nai8HZZD69PUA,101162.86891189286,28,10678096978.251553,8530504721.472508
2022-03,3YrG1mG3nvBmbK4YsyxaJCZ3eEp2PDeD9dVX2Nai8HZZD69PUA,117808.4091196129,31,10760674959.36261,8530381296.208062
2022-04,3YrG1mG3nvBmbK4YsyxaJCZ3eEp2PDeD9dVX2Nai8HZZD69PUA,119138.5664193,30,10846716341.52058,8716805347.859705
2022-01,3fdQDe32Spr73CZjTPN7MhRPErL5vw3PbAmHcKCcH8Ha4cHH8G,282085.31165072724,22,10596163291.596704,5506965629.4718275
2022-02,3fdQDe32Spr73CZjTPN7MhRPErL5vw3PbAmHcKCcH8Ha4cHH8G,459188.4174981786,28,10678096978.251553,8530504721.472508
2022-03,3fdQDe32Spr73CZjTPN7MhRPErL5vw3PbAmHcKCcH8Ha4cHH8G,688160.5684195485,31,10760674959.36261,8530381296.208062
2022-04,3fdQDe32Spr73CZjTPN7MhRPErL5vw3PbAmHcKCcH8Ha4cHH8G,693105.5886326999,30,10846716341.52058,8716805347.859705
2022-01,4D1xtS8ztmxvuHy3ddiVQDnv96nwDRBj5bgWZx9uixMppgndzv,35333600.0,22,10596163291.596704,5506965629.4718275
2022-02,4D1xtS8ztmxvuHy3ddiVQDnv96nwDRBj5bgWZx9uixMppgndzv,32051967.654990822,28,10678096978.251553,8530504721.472508
2022-03,4D1xtS8ztmxvuHy3ddiVQDnv96nwDRBj5bgWZx9uixMppgndzv,31759453.171379905,31,10760674959.36261,8530381296.208062
2022-04,4D1xtS8ztmxvuHy3ddiVQDnv96nwDRBj5bgWZx9uixMppgndzv,32034390.948441397,30,10846716341.52058,8716805347.859705
2022-01,4MLtx6TDkezvHXpZ1UT6jcQXEv4nWyacyneXzevPSAQ7K8JjDA,591300.0,22,10596163291.596704,5506965629.4718275
2022-02,4MLtx6TDkezvHXpZ1UT6jcQXEv4nWyacyneXzevPSAQ7K8JjDA,572958.1152790358,28,10678096978.251553,8530504721.472508
2022-03,4MLtx6TDkezvHXpZ1UT6jcQXEv4nWyacyneXzevPSAQ7K8JjDA,646549.1392667419,31,10760674959.36261,8530381296.208062
2022-04,4MLtx6TDkezvHXpZ1UT6jcQXEv4nWyacyneXzevPSAQ7K8JjDA,650072.5701838668,30,10846716341.52058,8716805347.859705
2022-01,4p8vBvuG2gP6jmBpP8Ba7EYAoYTcLFgKtmiDgAmMYVzrhKbxn2,3125908.658177136,22,10596163291.596704,5506965629.4718275
2022-02,4p8vBvuG2gP6jmBpP8Ba7EYAoYTcLFgKtmiDgAmMYVzrhKbxn2,3150247.3616240355,28,10678096978.251553,8530504721.472508
2022-03,4p8vBvuG2gP6jmBpP8Ba7EYAoYTcLFgKtmiDgAmMYVzrhKbxn2,3175777.764131129,31,10760674959.36261,8530381296.208062
2022-04,4p8vBvuG2gP6jmBpP8Ba7EYAoYTcLFgKtmiDgAmMYVzrhKbxn2,3200773.6840355666,30,10846716341.52058,8716805347.859705
2022-01,4pkNDcG2NsDaYegXuY7nyKkBeYannytt2x3xhX8ChQujXmUod3,83272.66666666667,12,10596163291.596704,5506965629.4718275
2022-02,4pkNDcG2NsDaYegXuY7nyKkBeYannytt2x3xhX8ChQujXmUod3,74150.0,28,10678096978.251553,8530504721.472508
2022-03,4pkNDcG2NsDaYegXuY7nyKkBeYannytt2x3xhX8ChQujXmUod3,74215.58655645161,31,10760674959.36261,8530381296.208062
2022-04,4pkNDcG2NsDaYegXuY7nyKkBeYannytt2x3xhX8ChQujXmUod3,74440.45475,30,10846716341.52058,8716805347.859705
2022-01,4qoqQpdBpG4Js25Tf2E1fbmcrwZiWcBRjvPNPmfUgxVYbSyYu2,70000.0,22,10596163291.596704,5506965629.4718275
2022-02,4qoqQpdBpG4Js25Tf2E1fbmcrwZiWcBRjvPNPmfUgxVYbSyYu2,78100.2957635,28,10678096978.251553,8530504721.472508
2022-03,4qoqQpdBpG4Js25Tf2E1fbmcrwZiWcBRjvPNPmfUgxVYbSyYu2,119142.98540654838,31,10760674959.36261,8530381296.208062
2022-04,4qoqQpdBpG4Js25Tf2E1fbmcrwZiWcBRjvPNPmfUgxVYbSyYu2,183664.14347450002,30,10846716341.52058,8716805347.859705
2022-01,4r9wJzXxy31f7qDkwE43j5PZdLy6ENPWpoduMBTASLYZvScSxS,959120.5626979091,22,10596163291.596704,5506965629.4718275
2022-02,4r9wJzXxy31f7qDkwE43j5PZdLy6ENPWpoduMBTASLYZvScSxS,920038.8954292858,28,10678096978.251553,8530504721.472508
2022-03,4r9wJzXxy31f7qDkwE43j5PZdLy6ENPWpoduMBTASLYZvScSxS,950329.9535859678,31,10760674959.36261,8530381296.208062
2022-04,4r9wJzXxy31f7qDkwE43j5PZdLy6ENPWpoduMBTASLYZvScSxS,887605.8541650333,30,10846716341.52058,8716805347.859705
2022-01,32URu27FdxC5MwgkBB1uLxd3sosTYvADqbHkRd1pzdydcsMt2b,904757.9099999999,21,10596163291.596704,5506965629.4718275
2022-02,32URu27FdxC5MwgkBB1uLxd3sosTYvADqbHkRd1pzdydcsMt2b,907010.1114285715,28,10678096978.251553,8530504721.472508
2022-03,32URu27FdxC5MwgkBB1uLxd3sosTYvADqbHkRd1pzdydcsMt2b,987749.4193548387,31,10760674959.36261,8530381296.208062
2022-04,32URu27FdxC5MwgkBB1uLxd3sosTYvADqbHkRd1pzdydcsMt2b,1011616.6666666666,30,10846716341.52058,8716805347.859705
2022-01,32wAXafsTKYFioDBToPm6BeL95izh3ZwP3LY2dHGMsYQLvyZQQ,32208.63093066667,9,10596163291.596704,5506965629.4718275
2022-01,33fUn8xxeQDpkAcAM6QTAv9XWMp3PjkT5nFFxXbCgJJDoPfsAD,4400000.0,21,10596163291.596704,5506965629.4718275
2022-02,33fUn8xxeQDpkAcAM6QTAv9XWMp3PjkT5nFFxXbCgJJDoPfsAD,4400000.0,28,10678096978.251553,8530504721.472508
2022-03,33fUn8xxeQDpkAcAM6QTAv9XWMp3PjkT5nFFxXbCgJJDoPfsAD,5189169.0153261935,31,10760674959.36261,8530381296.208062
2022-04,33fUn8xxeQDpkAcAM6QTAv9XWMp3PjkT5nFFxXbCgJJDoPfsAD,5859345.819629434,30,10846716341.52058,8716805347.859705
2022-01,3C32sxrKYNpM1ssct5HE1SJCvi1fV7ADbht18T6mmLSeDBecPx,15000.0,13,10596163291.596704,5506965629.4718275
2022-01,3Fv4FpyXjzZnDA9AwbA9uHJHMgeZixjrtSpHsAGzRk8yTszxPP,812887.0,21,10596163291.596704,5506965629.4718275
2022-02,3Fv4FpyXjzZnDA9AwbA9uHJHMgeZixjrtSpHsAGzRk8yTszxPP,725755.1071428572,28,10678096978.251553,8530504721.472508
2022-03,3Fv4FpyXjzZnDA9AwbA9uHJHMgeZixjrtSpHsAGzRk8yTszxPP,722528.0,31,10760674959.36261,8530381296.208062
2022-04,3Fv4FpyXjzZnDA9AwbA9uHJHMgeZixjrtSpHsAGzRk8yTszxPP,722528.0,30,10846716341.52058,8716805347.859705
2022-01,3GDYzriZ9RRnnvhFSsA6CKF1Uc1SsYQpb4kQCQw7cnBVFyY8ME,1479376.0,21,10596163291.596704,5506965629.4718275
2022-02,3GDYzriZ9RRnnvhFSsA6CKF1Uc1SsYQpb4kQCQw7cnBVFyY8ME,1392417.857142857,28,10678096978.251553,8530504721.472508
2022-03,3GDYzriZ9RRnnvhFSsA6CKF1Uc1SsYQpb4kQCQw7cnBVFyY8ME,1428064.5161290322,31,10760674959.36261,8530381296.208062
2022-04,3GDYzriZ9RRnnvhFSsA6CKF1Uc1SsYQpb4kQCQw7cnBVFyY8ME,1373371.6618157667,30,10846716341.52058,8716805347.859705
2022-01,3RkfMDNwk6T5ncn9GGophudqeDH5aU634L8C47Q4Z4gFdKzhUq,396881.3569105714,21,10596163291.596704,5506965629.4718275
2022-02,3RkfMDNwk6T5ncn9GGophudqeDH5aU634L8C47Q4Z4gFdKzhUq,567662.3383991072,28,10678096978.251553,8530504721.472508
2022-03,3RkfMDNwk6T5ncn9GGophudqeDH5aU634L8C47Q4Z4gFdKzhUq,679507.4553164516,31,10760674959.36261,8530381296.208062
2022-04,3RkfMDNwk6T5ncn9GGophudqeDH5aU634L8C47Q4Z4gFdKzhUq,683621.1396579,30,10846716341.52058,8716805347.859705
2022-01,3ctQKM4tB5YQV4RS7ojjLfnLRDT37NNs7eAfA6QG4J8sqNdKhj,1185160.6518231428,21,10596163291.596704,5506965629.4718275
2022-02,3ctQKM4tB5YQV4RS7ojjLfnLRDT37NNs7eAfA6QG4J8sqNdKhj,1193827.35077975,28,10678096978.251553,8530504721.472508
2022-03,3ctQKM4tB5YQV4RS7ojjLfnLRDT37NNs7eAfA6QG4J8sqNdKhj,1207385.6688906453,31,10760674959.36261,8530381296.208062
2022-04,3ctQKM4tB5YQV4RS7ojjLfnLRDT37NNs7eAfA6QG4J8sqNdKhj,1217304.3200153,30,10846716341.52058,8716805347.859705
2022-01,3dygeqVqn5FB2sXGWh1RtKA2PuXBf83yvsttNJcrAutMyypNrt,625209.1096926191,21,10596163291.596704,5506965629.4718275
2022-02,3dygeqVqn5FB2sXGWh1RtKA2PuXBf83yvsttNJcrAutMyypNrt,630898.9719181786,28,10678096978.251553,8530504721.472508
2022-03,3dygeqVqn5FB2sXGWh1RtKA2PuXBf83yvsttNJcrAutMyypNrt,656348.200659613,31,10760674959.36261,8530381296.208062
2022-04,3dygeqVqn5FB2sXGWh1RtKA2PuXBf83yvsttNJcrAutMyypNrt,685424.6441027333,30,10846716341.52058,8716805347.859705
2022-01,3fMfna7EaheQVUEDBDedNZYuPWJsfRtckwsmyMRFWxyUpXjmh9,1182381.71,21,10596163291.596704,5506965629.4718275
2022-02,3fMfna7EaheQVUEDBDedNZYuPWJsfRtckwsmyMRFWxyUpXjmh9,1069773.9585714287,28,10678096978.251553,8530504721.472508
2022-03,3fMfna7EaheQVUEDBDedNZYuPWJsfRtckwsmyMRFWxyUpXjmh9,1051006.0,31,10760674959.36261,8530381296.208062
2022-04,3fMfna7EaheQVUEDBDedNZYuPWJsfRtckwsmyMRFWxyUpXjmh9,1051006.0,30,10846716341.52058,8716805347.859705
2022-01,3mjMA3xo3hnKfMHi4Mt9GKf8F5oZhNZoer4HpSySShipEkAsT3,1088664.3227000951,21,10596163291.596704,5506965629.4718275
2022-02,3mjMA3xo3hnKfMHi4Mt9GKf8F5oZhNZoer4HpSySShipEkAsT3,1099411.8016173213,28,10678096978.251553,8530504721.472508
2022-03,3mjMA3xo3hnKfMHi4Mt9GKf8F5oZhNZoer4HpSySShipEkAsT3,1109515.7667896773,31,10760674959.36261,8530381296.208062
2022-04,3mjMA3xo3hnKfMHi4Mt9GKf8F5oZhNZoer4HpSySShipEkAsT3,1120380.3808839666,30,10846716341.52058,8716805347.859705
2022-01,3rN5qCyMXDAytZhGhczoKoMHAS8L2Z5s35jmb9LE9AET2ZrHym,211100.0,21,10596163291.596704,5506965629.4718275
2022-02,3rN5qCyMXDAytZhGhczoKoMHAS8L2Z5s35jmb9LE9AET2ZrHym,211100.0,23,10678096978.251553,8530504721.472508
2022-03,3rN5qCyMXDAytZhGhczoKoMHAS8L2Z5s35jmb9LE9AET2ZrHym,211100.0,6,10760674959.36261,8530381296.208062
2022-01,3z99umn1GZcKoxBgwKsBnrudeAQneJ2i7j3g7CBWNR9tmEiucx,84000.0,21,10596163291.596704,5506965629.4718275
2022-02,3z99umn1GZcKoxBgwKsBnrudeAQneJ2i7j3g7CBWNR9tmEiucx,86762.48070085714,28,10678096978.251553,8530504721.472508
2022-03,3z99umn1GZcKoxBgwKsBnrudeAQneJ2i7j3g7CBWNR9tmEiucx,99266.43947364516,31,10760674959.36261,8530381296.208062
2022-04,3z99umn1GZcKoxBgwKsBnrudeAQneJ2i7j3g7CBWNR9tmEiucx,100839.96063096667,30,10846716341.52058,8716805347.859705
2022-01,494XRkeP9mRHAe7o4bHWm5MEazuyJh9iZ2Nsn14bC1seNZ8yKR,53057623.82582272,21,10596163291.596704,5506965629.4718275
2022-02,494XRkeP9mRHAe7o4bHWm5MEazuyJh9iZ2Nsn14bC1seNZ8yKR,53502440.21926082,28,10678096978.251553,8530504721.472508
2022-03,494XRkeP9mRHAe7o4bHWm5MEazuyJh9iZ2Nsn14bC1seNZ8yKR,53899257.018065,31,10760674959.36261,8530381296.208062
2022-04,494XRkeP9mRHAe7o4bHWm5MEazuyJh9iZ2Nsn14bC1seNZ8yKR,54273935.2122325,30,10846716341.52058,8716805347.859705
